IDVMR;IDGG;IDM;MshareGG
PBP_BISD2s;Iaux;84;1
PBP_BISD3;A;1;0.6704844415323986
PBP_BISD3;A;10;0.2331295389202123
PBP_BISD3;A;11;0.01771479058598038
PBP_BISD3;A;12;0
PBP_BISD3;A;14;0.008653232239797845
PBP_BISD3;A;40;0.005314785809454769
PBP_BISD3;A;4a;0.01719866537220203
PBP_BISD3;A;4b;0
PBP_BISD3;A;5;0.002037785936527162
PBP_BISD3;A;6;0
PBP_BISD3;A;7;0
PBP_BISD3;A;8;0
PBP_BISD3;A;9;0.04546675960342683
PBP_BISD3;B;1;0.680005815288622
PBP_BISD3;B;10;0.08012453799318349
PBP_BISD3;B;11;0.1561349496470749
PBP_BISD3;B;14;0.006783709194509933
PBP_BISD3;B;3;0
PBP_BISD3;B;40;4.709489014154132e-05
PBP_BISD3;B;4a;0.009975551804835359
PBP_BISD3;B;4b;0
PBP_BISD3;B;5;0.06504240863452558
PBP_BISD3;B;6;0
PBP_BISD3;B;7;0
PBP_BISD3;B;8;0.001885932547107196
PBP_BISD3;C;1;0
PBP_BISD3;C;10;0
PBP_BISD3;C;14;0
PBP_BISD3;C;15;0
PBP_BISD3;C;2;0
PBP_BISD3;C;23;0
PBP_BISD3;C;24;0
PBP_BISD3;C;25;0
PBP_BISD3;C;26;0
PBP_BISD3;C;27;0
PBP_BISD3;C;28;0
PBP_BISD3;C;30;0
PBP_BISD3;C;31;0
PBP_BISD3;C;32;0
PBP_BISD3;C;33;0
PBP_BISD3;C;34;0
PBP_BISD3;C;40;0
PBP_BISD3;C;5;0
PBP_BISD3;C;6;0
PBP_BISD3;C;7;0
PBP_BISD3;D;1;0.3515963616889441
PBP_BISD3;D;10;0.2221382671911653
PBP_BISD3;D;11;0.0261971737905181
PBP_BISD3;D;12;0
PBP_BISD3;D;14;0.0252817783908208
PBP_BISD3;D;15;0
PBP_BISD3;D;16;0
PBP_BISD3;D;17;0
PBP_BISD3;D;18;0
PBP_BISD3;D;19;0
PBP_BISD3;D;2;0
PBP_BISD3;D;20;2.000000000000001e-05
PBP_BISD3;D;21;0
PBP_BISD3;D;22;0
PBP_BISD3;D;3;0.005158238325969597
PBP_BISD3;D;40;8.412837352633763e-05
PBP_BISD3;D;4a;0.04688693154491995
PBP_BISD3;D;4b;0
PBP_BISD3;D;5;0.2452636808849563
PBP_BISD3;D;6;0.07737343980917943
PBP_BISD3;D;8;0
PBP_BISD3;E;1;0.3
PBP_BISD3;E;10;0.05
PBP_BISD3;E;11;0.05
PBP_BISD3;E;12;0
PBP_BISD3;E;3;0.3
PBP_BISD3;E;40;0
PBP_BISD3;E;4a;0.3
PBP_BISD3;E;4b;0
PBP_BISD3;E;5;0
PBP_BISD3;E;6;0
PBP_BISD3;E;8;0
PBP_BISD3;F;1;0
PBP_BISD3;F;40;0
PBP_BISD3;F;5;0
PBP_BISD3;F;6;0
PBP_BISD3;G;1;0
PBP_BISD3;G;10;0
PBP_BISD3;G;11;0
PBP_BISD3;G;14;0
PBP_BISD3;G;15;0
PBP_BISD3;G;26;0
PBP_BISD3;G;31;0
PBP_BISD3;G;32;0
PBP_BISD3;G;35;0
PBP_BISD3;G;36;0
PBP_BISD3;G;37;0
PBP_BISD3;G;38;0
PBP_BISD3;G;39;0
PBP_BISD3;G;40;0
PBP_BISD3;G;5;0
PBP_BISD3;G;6;0
PBP_BISD3;G;7;0
PBP_BISD3;H;1;0
PBP_BISD3;H;10;0
PBP_BISD3;H;11;0
PBP_BISD3;H;12;0
PBP_BISD3;H;14;0
PBP_BISD3;H;15;0
PBP_BISD3;H;2;0
PBP_BISD3;H;21;0
PBP_BISD3;H;40;0
PBP_BISD3;H;4a;0
PBP_BISD3;H;4b;0
PBP_BISD3;H;6;0
PBP_BISD3;Iaux;10;0.061
PBP_BISD3;Iaux;29;0.021
PBP_BISD3;Iaux;37;0
PBP_BISD3;Iaux;72;0.69
PBP_BISD3;Iaux;73;0.079
PBP_BISD3;Iaux;75;0.141
PBP_BISD3;Iaux;76;0.008000000000000118
PBP_BISD3;Iaux;84;1
PBP_BISD6;A;1;0.648589044735067
PBP_BISD6;A;10;0.221663762005411
PBP_BISD6;A;11;0.01771479058598038
PBP_BISD6;A;12;0
PBP_BISD6;A;14;0.008653232239797847
PBP_BISD6;A;40;0.00531478580945477
PBP_BISD6;A;4a;0.02866444228700337
PBP_BISD6;A;4b;0
PBP_BISD6;A;5;0.002037785936527162
PBP_BISD6;A;6;0.02189539679733182
PBP_BISD6;A;7;0
PBP_BISD6;A;8;0
PBP_BISD6;A;9;0.04546675960342684
PBP_BISD6;B;1;0.6665836603629146
PBP_BISD6;B;10;0.03011256436694289
PBP_BISD6;B;11;0.1561349496470749
PBP_BISD6;B;14;0.006783709194509936
PBP_BISD6;B;3;0
PBP_BISD6;B;40;4.709489014154134e-05
PBP_BISD6;B;4a;0.01662591967472562
PBP_BISD6;B;4b;0
PBP_BISD6;B;5;0.1084040143908762
PBP_BISD6;B;6;0.01342215492570721
PBP_BISD6;B;7;0
PBP_BISD6;B;8;0.001885932547107197
PBP_BISD6;C;1;0.4949505049495052
PBP_BISD6;C;10;0.01169883011698831
PBP_BISD6;C;14;0.0002999700029997001
PBP_BISD6;C;15;0.0002999700029997001
PBP_BISD6;C;2;0.01509849015098491
PBP_BISD6;C;23;0.02719728027197281
PBP_BISD6;C;24;0
PBP_BISD6;C;25;0.005499450054994501
PBP_BISD6;C;26;0
PBP_BISD6;C;27;0
PBP_BISD6;C;28;0.0010998900109989
PBP_BISD6;C;30;0
PBP_BISD6;C;31;0.007699230076992303
PBP_BISD6;C;32;0
PBP_BISD6;C;33;0
PBP_BISD6;C;34;0.006499350064993502
PBP_BISD6;C;40;0
PBP_BISD6;C;5;0.3038696130386962
PBP_BISD6;C;6;0.1252874712528747
PBP_BISD6;C;7;0.0004999500049995001
PBP_BISD6;D;1;0.4839951600483996
PBP_BISD6;D;10;0.08199918000819993
PBP_BISD6;D;11;0.02199978000219998
PBP_BISD6;D;12;0
PBP_BISD6;D;14;0
PBP_BISD6;D;15;0
PBP_BISD6;D;16;0
PBP_BISD6;D;17;0
PBP_BISD6;D;18;0
PBP_BISD6;D;19;0
PBP_BISD6;D;2;0
PBP_BISD6;D;20;9.999900000999992e-06
PBP_BISD6;D;21;0
PBP_BISD6;D;22;0
PBP_BISD6;D;3;0.2419975800241998
PBP_BISD6;D;40;0
PBP_BISD6;D;4a;0
PBP_BISD6;D;4b;0
PBP_BISD6;D;5;0.1449985500144999
PBP_BISD6;D;6;0.02499975000249998
PBP_BISD6;D;8;0
PBP_BISD6;E;1;0.605
PBP_BISD6;E;10;0.002
PBP_BISD6;E;11;0
PBP_BISD6;E;12;0
PBP_BISD6;E;3;0
PBP_BISD6;E;40;0.004000000000000004
PBP_BISD6;E;4a;0.2
PBP_BISD6;E;4b;0
PBP_BISD6;E;5;0
PBP_BISD6;E;6;0.189
PBP_BISD6;E;8;0
PBP_BISD6;F;1;0.361
PBP_BISD6;F;40;0
PBP_BISD6;F;5;0.361
PBP_BISD6;F;6;0.278
PBP_BISD6;G;1;0.0309
PBP_BISD6;G;10;0.06820000000000002
PBP_BISD6;G;11;0.008600000000000002
PBP_BISD6;G;14;0.009100000000000002
PBP_BISD6;G;15;0.0016
PBP_BISD6;G;26;0
PBP_BISD6;G;31;0.004500000000000001
PBP_BISD6;G;32;0
PBP_BISD6;G;35;0.002200000000000001
PBP_BISD6;G;36;0
PBP_BISD6;G;37;0
PBP_BISD6;G;38;0.0168
PBP_BISD6;G;39;0.0002
PBP_BISD6;G;40;0.04279999999999985
PBP_BISD6;G;5;0.6167000000000001
PBP_BISD6;G;6;0.1896
PBP_BISD6;G;7;0.008800000000000002
PBP_BISD6;H;1;0
PBP_BISD6;H;10;0
PBP_BISD6;H;11;0
PBP_BISD6;H;12;0
PBP_BISD6;H;14;0
PBP_BISD6;H;15;0
PBP_BISD6;H;2;0
PBP_BISD6;H;21;0
PBP_BISD6;H;40;0
PBP_BISD6;H;4a;0
PBP_BISD6;H;4b;0
PBP_BISD6;H;6;0
PBP_BISD6;Iaux;10;0.061
PBP_BISD6;Iaux;29;0.021
PBP_BISD6;Iaux;37;0
PBP_BISD6;Iaux;72;0.69
PBP_BISD6;Iaux;73;0.079
PBP_BISD6;Iaux;75;0.141
PBP_BISD6;Iaux;76;0.008000000000000118
PBP_BISD6;Iaux;84;1
PBP_BISD8;A;1;0.648589044735067
PBP_BISD8;A;10;0.221663762005411
PBP_BISD8;A;11;0.01771479058598038
PBP_BISD8;A;12;0
PBP_BISD8;A;14;0.008653232239797847
PBP_BISD8;A;40;0.00531478580945477
PBP_BISD8;A;4a;0.02866444228700337
PBP_BISD8;A;4b;0
PBP_BISD8;A;5;0.002037785936527162
PBP_BISD8;A;6;0.02189539679733182
PBP_BISD8;A;7;0
PBP_BISD8;A;8;0
PBP_BISD8;A;9;0.04546675960342684
PBP_BISD8;B;1;0.6665836603629146
PBP_BISD8;B;10;0.03011256436694289
PBP_BISD8;B;11;0.1561349496470749
PBP_BISD8;B;14;0.006783709194509936
PBP_BISD8;B;3;0
PBP_BISD8;B;40;4.709489014154134e-05
PBP_BISD8;B;4a;0.01662591967472562
PBP_BISD8;B;4b;0
PBP_BISD8;B;5;0.1084040143908762
PBP_BISD8;B;6;0.01342215492570721
PBP_BISD8;B;7;0
PBP_BISD8;B;8;0.001885932547107197
PBP_BISD8;C;1;0.5065999999999999
PBP_BISD8;C;10;0.008599999999999998
PBP_BISD8;C;14;9.999999999999998e-05
PBP_BISD8;C;15;0.0002999999999999999
PBP_BISD8;C;2;0.0119
PBP_BISD8;C;23;0.02799999999999999
PBP_BISD8;C;24;0
PBP_BISD8;C;25;0.004699999999999999
PBP_BISD8;C;26;0
PBP_BISD8;C;27;0
PBP_BISD8;C;28;0.0004999999999999999
PBP_BISD8;C;30;0
PBP_BISD8;C;31;0.008599999999999998
PBP_BISD8;C;32;0
PBP_BISD8;C;33;0
PBP_BISD8;C;34;0.003899999999999999
PBP_BISD8;C;40;0
PBP_BISD8;C;5;0.321
PBP_BISD8;C;6;0.1056
PBP_BISD8;C;7;0.0002
PBP_BISD8;D;1;0.5119867092685046
PBP_BISD8;D;10;0.07499805311550362
PBP_BISD8;D;11;0.02099945487234101
PBP_BISD8;D;12;1.297922997592028e-05
PBP_BISD8;D;14;0
PBP_BISD8;D;15;0
PBP_BISD8;D;16;0
PBP_BISD8;D;17;0
PBP_BISD8;D;18;0
PBP_BISD8;D;19;0
PBP_BISD8;D;2;0
PBP_BISD8;D;20;1.297922997592028e-05
PBP_BISD8;D;21;0
PBP_BISD8;D;22;0
PBP_BISD8;D;3;0.227994081471131
PBP_BISD8;D;40;0
PBP_BISD8;D;4a;0
PBP_BISD8;D;4b;0
PBP_BISD8;D;5;0.1369964436909866
PBP_BISD8;D;6;0.0269992991215813
PBP_BISD8;D;8;0
PBP_BISD8;E;1;0.605
PBP_BISD8;E;10;0.002
PBP_BISD8;E;11;0
PBP_BISD8;E;12;0
PBP_BISD8;E;3;0
PBP_BISD8;E;40;0.004000000000000004
PBP_BISD8;E;4a;0.2
PBP_BISD8;E;4b;0
PBP_BISD8;E;5;0
PBP_BISD8;E;6;0.189
PBP_BISD8;E;8;0
PBP_BISD8;F;1;0.361
PBP_BISD8;F;40;0
PBP_BISD8;F;5;0.361
PBP_BISD8;F;6;0.278
PBP_BISD8;G;1;0.0277
PBP_BISD8;G;10;0.0841
PBP_BISD8;G;11;0.0104
PBP_BISD8;G;14;0.0069
PBP_BISD8;G;15;0.0016
PBP_BISD8;G;26;0
PBP_BISD8;G;31;0.0028
PBP_BISD8;G;32;0
PBP_BISD8;G;35;0.0025
PBP_BISD8;G;36;0
PBP_BISD8;G;37;0
PBP_BISD8;G;38;0.0216
PBP_BISD8;G;39;0.0002
PBP_BISD8;G;40;0.03520000000000001
PBP_BISD8;G;5;0.537
PBP_BISD8;G;6;0.2589
PBP_BISD8;G;7;0.0111
PBP_BISD8;H;1;0
PBP_BISD8;H;10;0
PBP_BISD8;H;11;0
PBP_BISD8;H;12;0
PBP_BISD8;H;14;0
PBP_BISD8;H;15;0
PBP_BISD8;H;2;0
PBP_BISD8;H;21;0
PBP_BISD8;H;40;0
PBP_BISD8;H;4a;0
PBP_BISD8;H;4b;0
PBP_BISD8;H;6;0
PBP_BISD8;Iaux;10;0.061
PBP_BISD8;Iaux;29;0.021
PBP_BISD8;Iaux;37;0
PBP_BISD8;Iaux;72;0.69
PBP_BISD8;Iaux;73;0.079
PBP_BISD8;Iaux;75;0.141
PBP_BISD8;Iaux;76;0.008000000000000118
PBP_BISD8;Iaux;84;1
PBP_BISD12;A;1;0.648589044735067
PBP_BISD12;A;10;0.221663762005411
PBP_BISD12;A;11;0.01771479058598038
PBP_BISD12;A;12;0
PBP_BISD12;A;14;0.008653232239797847
PBP_BISD12;A;40;0.00531478580945477
PBP_BISD12;A;4a;0.02866444228700337
PBP_BISD12;A;4b;0
PBP_BISD12;A;5;0.002037785936527162
PBP_BISD12;A;6;0.02189539679733182
PBP_BISD12;A;7;0
PBP_BISD12;A;8;0
PBP_BISD12;A;9;0.04546675960342684
PBP_BISD12;B;1;0.6665836603629146
PBP_BISD12;B;10;0.03011256436694289
PBP_BISD12;B;11;0.1561349496470749
PBP_BISD12;B;14;0.006783709194509936
PBP_BISD12;B;3;0
PBP_BISD12;B;40;4.709489014154134e-05
PBP_BISD12;B;4a;0.01662591967472562
PBP_BISD12;B;4b;0
PBP_BISD12;B;5;0.1084040143908762
PBP_BISD12;B;6;0.01342215492570721
PBP_BISD12;B;7;0
PBP_BISD12;B;8;0.001885932547107197
PBP_BISD12;C;1;0.5168
PBP_BISD12;C;10;0.008
PBP_BISD12;C;14;0.0001
PBP_BISD12;C;15;0.0003
PBP_BISD12;C;2;0.01
PBP_BISD12;C;23;0.0283
PBP_BISD12;C;24;0
PBP_BISD12;C;25;0.0044
PBP_BISD12;C;26;0
PBP_BISD12;C;27;0
PBP_BISD12;C;28;0.0004
PBP_BISD12;C;30;0
PBP_BISD12;C;31;0.0083
PBP_BISD12;C;32;0
PBP_BISD12;C;33;0
PBP_BISD12;C;34;0.0037
PBP_BISD12;C;40;0
PBP_BISD12;C;5;0.3209
PBP_BISD12;C;6;0.0986
PBP_BISD12;C;7;0.0002
PBP_BISD12;D;1;0.468
PBP_BISD12;D;10;0.314
PBP_BISD12;D;11;0
PBP_BISD12;D;12;0
PBP_BISD12;D;14;0
PBP_BISD12;D;15;0
PBP_BISD12;D;16;0
PBP_BISD12;D;17;0
PBP_BISD12;D;18;0
PBP_BISD12;D;19;0
PBP_BISD12;D;2;0
PBP_BISD12;D;20;0
PBP_BISD12;D;21;0
PBP_BISD12;D;22;0
PBP_BISD12;D;3;0
PBP_BISD12;D;40;0
PBP_BISD12;D;4a;0
PBP_BISD12;D;4b;0
PBP_BISD12;D;5;0
PBP_BISD12;D;6;0.218
PBP_BISD12;D;8;0
PBP_BISD12;E;1;0.605
PBP_BISD12;E;10;0.002
PBP_BISD12;E;11;0
PBP_BISD12;E;12;0
PBP_BISD12;E;3;0
PBP_BISD12;E;40;0.004000000000000004
PBP_BISD12;E;4a;0.2
PBP_BISD12;E;4b;0
PBP_BISD12;E;5;0
PBP_BISD12;E;6;0.189
PBP_BISD12;E;8;0
PBP_BISD12;F;1;0
PBP_BISD12;F;40;0
PBP_BISD12;F;5;0
PBP_BISD12;F;6;0
PBP_BISD12;G;1;0.0273
PBP_BISD12;G;10;0.08110000000000002
PBP_BISD12;G;11;0.0112
PBP_BISD12;G;14;0.006400000000000001
PBP_BISD12;G;15;0.0016
PBP_BISD12;G;26;0
PBP_BISD12;G;31;0.0023
PBP_BISD12;G;32;0
PBP_BISD12;G;35;0.002700000000000001
PBP_BISD12;G;36;0
PBP_BISD12;G;37;0
PBP_BISD12;G;38;0.0207
PBP_BISD12;G;39;0.0002
PBP_BISD12;G;40;0.03259999999999986
PBP_BISD12;G;5;0.5251000000000001
PBP_BISD12;G;6;0.2781000000000001
PBP_BISD12;G;7;0.0107
PBP_BISD12;H;1;0
PBP_BISD12;H;10;0
PBP_BISD12;H;11;0
PBP_BISD12;H;12;0
PBP_BISD12;H;14;0
PBP_BISD12;H;15;0
PBP_BISD12;H;2;0
PBP_BISD12;H;21;0
PBP_BISD12;H;40;0
PBP_BISD12;H;4a;0
PBP_BISD12;H;4b;0
PBP_BISD12;H;6;0
PBP_BISD12;Iaux;10;0.061
PBP_BISD12;Iaux;29;0.021
PBP_BISD12;Iaux;37;0
PBP_BISD12;Iaux;72;0.69
PBP_BISD12;Iaux;73;0.079
PBP_BISD12;Iaux;75;0.141
PBP_BISD12;Iaux;76;0.008000000000000118
PBP_BISD12;Iaux;84;1
BISD2;K;77;0.09087054925898494
BISD2;K;78;0
BISD2;K;79;0.02138130570799646
BISD2;K;80;0.2569996266471232
BISD2;K;81;0.2458850156419592
BISD2;K;82;0.06414391712398936
BISD2;K;83;0.3207195856199468
BISD3;K;77;0.09087054925898494
BISD3;K;78;0
BISD3;K;79;0.02138130570799646
BISD3;K;80;0.2569996266471232
BISD3;K;81;0.2458850156419592
BISD3;K;82;0.06414391712398936
BISD3;K;83;0.3207195856199468
BISD6;K;77;0.1191323726373131
BISD6;K;78;0
BISD6;K;79;0.0280311465028972
BISD6;K;80;0.02591765902432239
BISD6;K;81;0.3223581847833177
BISD6;K;82;0.08409343950869158
BISD6;K;83;0.4204671975434579
BISD7;K;77;0.1191323726373131
BISD7;K;78;0
BISD7;K;79;0.0280311465028972
BISD7;K;80;0.02591765902432239
BISD7;K;81;0.3223581847833177
BISD7;K;82;0.08409343950869158
BISD7;K;83;0.4204671975434579
BISD8;K;77;0.1191323726373131
BISD8;K;78;0
BISD8;K;79;0.0280311465028972
BISD8;K;80;0.02591765902432239
BISD8;K;81;0.3223581847833177
BISD8;K;82;0.08409343950869158
BISD8;K;83;0.420467197543458
BISD12;K;77;0
BISD12;K;78;0
BISD12;K;79;0.03595815723142381
BISD12;K;80;0.03324699038516642
BISD12;K;81;0.2835480222177812
BISD12;K;82;0.1078744716942714
BISD12;K;83;0.5393723584713571
PBP_BISD2;K;77;0.09087054925898494
PBP_BISD2;K;78;0
PBP_BISD2;K;79;0.02138130570799646
PBP_BISD2;K;80;0.2569996266471232
PBP_BISD2;K;81;0.2458850156419592
PBP_BISD2;K;82;0.06414391712398936
PBP_BISD2;K;83;0.3207195856199468
PBP_BISD2s;K;77;0.09087054925898494
PBP_BISD2s;K;78;0
PBP_BISD2s;K;79;0.02138130570799646
PBP_BISD2s;K;80;0.2569996266471232
PBP_BISD2s;K;81;0.2458850156419592
PBP_BISD2s;K;82;0.06414391712398936
PBP_BISD2s;K;83;0.3207195856199468
PBP_BISD3;K;77;0.09087054925898494
PBP_BISD3;K;78;0
PBP_BISD3;K;79;0.02138130570799646
PBP_BISD3;K;80;0.2569996266471232
PBP_BISD3;K;81;0.2458850156419592
PBP_BISD3;K;82;0.06414391712398936
PBP_BISD3;K;83;0.3207195856199468
PBP_BISD6;K;77;0.1191323726373131
PBP_BISD6;K;78;0
PBP_BISD6;K;79;0.0280311465028972
PBP_BISD6;K;80;0.02591765902432239
PBP_BISD6;K;81;0.3223581847833177
PBP_BISD6;K;82;0.08409343950869158
PBP_BISD6;K;83;0.4204671975434579
PBP_BISD8;K;77;0.1191323726373131
PBP_BISD8;K;78;0
PBP_BISD8;K;79;0.0280311465028972
PBP_BISD8;K;80;0.02591765902432239
PBP_BISD8;K;81;0.3223581847833177
PBP_BISD8;K;82;0.08409343950869158
PBP_BISD8;K;83;0.420467197543458
PBP_BISD12;K;77;0
PBP_BISD12;K;78;0
PBP_BISD12;K;79;0.03595815723142381
PBP_BISD12;K;80;0.03324699038516642
PBP_BISD12;K;81;0.2835480222177812
PBP_BISD12;K;82;0.1078744716942714
PBP_BISD12;K;83;0.5393723584713571
